data,stayingpower,texture,smell,price,colour,shipping,packing
"Oh, the lipstick is extremely beautiful, smooth and easy to spread. Extremely satisfied because of the beautiful lipstick quality and affordable price. Delivery is also quite fast",,positive,,positive,,positive,
It's worth the long wait. The lipstick is beautiful from the box to the quality. Pack the goods securely. Worthy of 5 stars,,positive,,,,negative,positive
The shop packs the goods very carefully There are also anti-counterfeit,,,,,,,positive
Fragrant lipstick. Haven't tried it yet so don't know how the quality is. Fast delivery.,,,positive,,,positive,
"The lipstick is smooth and silky and the price is reasonable because it's a foreign product so it takes a while to deliver. Recommended to buy, everyone",,positive,,positive,,negative,
"Fast delivery, all shippers are ok, overall very good, rate 5 stars and get coins, thank you shop",,,,,,positive,
"The product is beautiful, the color is ok, this is the second time I bought it, so it's very good, you should buy it…",,,,,positive,,
"Received the goods, according to my personal feelings, color 23 is much more beautiful than 25. Packaged carefully but the lipstick shows signs of being opened",,,,,positive,,positive
"Beautiful lipstick color, fast delivery. The product is ok but the lipstick cap is cracked which is a bit disappointing",,,,,positive,positive,
"The lipstick is smooth, but I don't know if it's because of the lips or because of the lipstick, but it doesn't stick to the inside of the lips, but the color is beautiful and worth buying",negative,positive,,,positive,,
"The lipstick color is beautiful, but the smell is not very fragrant. It is an international product so the delivery time is a bit long.",,,negative,,positive,negative,
The lipstick has added more nutrients. Makes lips much smoother than before. Light fragrance. quite quickly,negative,positive,positive,,,,
"The lipstick is smooth and moist, most suitable for those with cool-toned white skin. Oh, my teeth look really white when I wear lipstick",,positive,,,,,
The lipstick is so beautiful and soft on the lips. I've been waiting for each lipstick to arrive. I love it lunnn?,,positive,,,,,
The image is for the purpose of receiving coins? lipstick ok everyone the color is very,,,,,positive,,
"The lipstick is quite matte but dries quickly and is difficult to diffuse. The scent is not very fragrant. Delivery takes quite a while, about a week. The color is too red, so I give it 4*?",positive,negative,negative,,negative,negative,
"The lipstick is soft, but the smell is a bit horrible, so I don't really like the smell but the quality of the lipstick is ok.",,positive,negative,,,,
"It's very beautiful, the color is beautiful, the shop also gave me a mask so you should buy it",,,,,positive,,
Cheap and delicious products Fast delivery Enthusiastic shop Pack carefully Will buy long term shop You should buy it ?,,,,positive,,positive,positive
"Delivery took a while. Carefully packaged, beautiful color, fruity scent.",,,positive,,positive,negative,positive
Bought 2 palettes of brick orange and brown red. The brick orange is beautiful while the brown red mixed with plum red makes it a bit old,,,,,neutral,,
"Uses: beautiful Structure: bic bow Color fastness: long lasting The lipstick is beautiful and applies well, it's easy to spread and doesn't dry out your lips",positive,positive,,,,,
"The lipstick is pretty and cheap, the color is perfect, it doesn't apply to my lips very well",negative,,,positive,positive,,
"The lipstick color is very beautiful, I bought it during the sale so it was very cheap, and the packaging looks really good",,,,positive,positive,,
"The lipstick is ok, the color is a bit darker than the photo, shipping took more than 1 week",,,,,negative,neutral,
"Good product, exactly as pictured. Fast delivery, store delivered correctly. Quality products",,,,,,positive,
"Although the color on the picture and the outside is slightly different, the color on the outside seems brighter, but the lipstick quality is ok, soft and smooth, with a sale price like this, it's ok ? I mixed 2 colors, 101 for the base and 301 for the lips, sorry I used a little filter ?",,positive,,positive,neutral,,
"Son, I have to say, is so pretty I also like the lipstick case very much When applied to the lips, it like peaches, oh my god, I love it The lipstick is soft, smooth, and a bit difficult to spread Brush to whiten skin Very good quality, you should buy it",,positive,positive,,positive,,
"The lipstick is matte, slightly smeared if eating or wearing a mask, extremely thin on the lips, does not dry out like other matte lines. The color in the picture is 505, which is closer to orange, but the outside has a pinkish-orange-pink-brown color. Light weight, compact and economical to hold because sometimes buying a big lipstick that won't last forever is a waste",neutral,positive,,,neutral,,
"I bought it for a friend's birthday. But you said the lipstick is very beautiful, you should try it. Price goes hand in hand with quality",,,,positive,,,
Texture: creamy Color fastness: 2 hours Uses: lipstick Delivery took quite a while because it is an international shop but still very satisfied with ohamar aj product,neutral,neutral,,,,negative,
"The shop delivered the right model and right color. Pack carefully. The lipstick color is beautiful and it like chocolate. When I tested it on my hand, the color was soft and smooth, but when I applied it to my lips, it wasn't even. The powder clumped up along the edges of my lips and looked very messy. If your lips are dry, you should not use it. The price of fish is cheap so the quality is reasonable. Lipstick is also easy to wear. Delivery is quite fast.",negative,negative,positive,positive,positive,positive,positive
"The color is so pretty, I highly recommend everyone to buy it I don't really like the smell, it more like fruit",,,negative,,positive,,
"Beautiful color and scent. Fast delivery on time. Shipper is friendly. In general, it's ok. It's used so I don't know the quality anymore.",,,positive,,positive,positive,
"Delivery was quite fast, packaged carefully. Cheap lipstick but good quality, have bought many times",,,,positive,,positive,positive
"Uses: ok Texture: ok Color fastness: ok My Sp is older than me, so I should have everything, I should have anything, I should have anything, I should have anything, I should have anything",positive,positive,,,,,
"The lipstick is beautiful, good, easy to spread, doesn't feel heavy on the lips, overall it's good",,positive,positive,,,,
"Uses: Good Texture: beautiful Color fastness: okay Beautiful goods are for coin acceptance purposes only, no further comments",positive,positive,,,,,
"Uses: beautiful color, seems a bit dark to me but it's okay ?.",,,,,positive,,
"Slightly less orange, on the left is mh's earthy orange, on the right is the shop's brick orange",,,,,neutral,,
"Very beautiful lipstick, quality as expected, affordable price and fast shipping",,,,positive,,positive,
"The lipstick is smooth, fragrant and the color is quite okela. I will come back to buy more",,positive,positive,,positive,,
"The lipstick is quite smooth, not too liquid or too sticky, but the smell is a bit",,positive,negative,,,,
Fast delivery!? Pack the product carefully!? Sonn,,,,,,positive,positive
"Firmly packaged, fast delivery, smooth, silky lipstick ?",,positive,,,,positive,positive
"The lipstick is beautiful, has a very smooth scent but is not as matte as advertised, there is an anti-counterfeit team",negative,positive,positive,,,,
"The lipstick is very pretty, everyone should buy it. Apply to make your lips soft and fragrant",,positive,positive,,,,
