data,stayingpower,texture,smell,price,colour,shipping,packing
Photos and videos are not related. Shop enthusiastically delivers quickly…,,,,,,positive,
"The color is so pretty, delivery is also quite fast, ordered during sale so quite cheap but the color cannot be faulted. It's so amazing!",,,,positive,positive,positive,
The lipstick like a strawberry scent mixed with a chemical smell The color is very beautiful You should buy it,,,neutral,,positive,,
"The scent is fragrant, the lipstick color is also quite good, when I apply it on my lips, the base is pink, suitable for people with whiter skin",,,positive,,positive,,
Son is quite pretty Turn on the color so pretty Should buy Earthy red should be called xink xiu,,,,,positive,,
"Uses: very good product, long lasting lipstick Texture: 10/10 Color fastness: 10/10 Fast delivery, I'm very satisfied. Fragrant lipstick, perfect color. If you buy from my shop, you'll think they're reputable and have good quality. Give the shop 5 stars",positive,positive,positive,,positive,positive,
"Fast delivery, good smell, beautiful lipstick, carefully packaged… …",,,positive,,,positive,positive
I bought it once before and I liked it so much that I had to buy 2 more to take advantage of the sale ?,,,,positive,,,
Beautiful packaging. But the lipstick color is a bit disappointing. Applying it on your lips is not natural. The grip is also not good. Nc is bth. You get what you pay for,negative,,,positive,negative,,positive
"It good, it doesn't get lumpy when beaten, and most importantly, the color is beautiful. everyone should try it",,positive,positive,,positive,,
"Beautiful lipstick color, cute lipstick case that is easy to touch, can be checked with hidden tag, expiry date until 2023",,,,,positive,,
"I wonder if it was the carrier or something but my lipstick fell out, there was only one left when I received the goods.",,,,,,neutral,neutral
"Delicious, nutritious and cheap is here ? ?",,,,positive,,,
"The lipstick is very pretty, from the packaging to the fragrance, the packaging is not foam and the box is slightly distorted",,,positive,,,,
"The lipstick is beautiful, everyone. The quality is smooth and applies well to the lips",,positive,,,,,
"Packaging is ok, delivery time is quite fast, the lipstick nice but it goes away quicklyiibdnsnsdbsbssb",negative,,positive,,,,positive
"Uses: The product is very beautiful and wonderful, I couldn't expect anything more. Thank suppliers and manufacturers. Structure: The box has no signs of being dented, proving that the transport part has lifted it like an egg and picked it up like a flower. Color fastness: 8/10",positive,,,,,positive,
Received the goods with fast delivery and the lipstick color is extremely beautiful,,,,,positive,positive,
"Wow, the color is so strange, it's not red-brown, it looks like pure red, shop ?",,,,,negative,,
"In HCMC, I ordered it for 12 and now I got it for 15, super fast, pretty color lipstick, fragrant too.",,,positive,,positive,positive,
"The lipstick is so beautiful and has a nice scent. My skin is not very white, but when I apply it, my skin looks brighter",,,positive,,positive,,
Sonnn is so beautiful and always delivers,,,,,,positive,
The packaging is very nice. Full anti-counterfeit stamp. Very secure,,,,,,,positive
"Use: lipstick Texture: the lipstick glides off quickly and feels like it's fake Color fastness: the color looks good on the hand but looks bad on the lips, depending on the skin's condition Delivery took a long time, probably because the lipstick color is not as beautiful as the picture",neutral,negative,,,negative,negative,
This lipstick color is a bit light but the matte velvet lipstick looks very nice on the lips,positive,positive,,,negative,,
"The lipstick is smaller than expected huhu but the color in person is deeper and more beautiful than in the video. It has an orange glow too, the lipstick doesn't smell ?",,,neutral,,positive,,
"I've heard a lot of reviews about this lipstick, but I feel like when I took it out the tip was a bit hard, the color is okay ?",,,,,positive,,
"Uses: beautiful color lipstick Texture: thick The lipstick is beautiful in both form and color, the price is affordable and it's so stable. You should buy it, international delivery takes a while",,neutral,,positive,positive,negative,
The video is not very related but the lipstick color is very pretty. I will support the shop a lot?,,,,,positive,,
The lipstick is cheap but very beautiful: 33 ships and delivered quickly to your home,,,,positive,,positive,
Comes with a gift The lipstick is smooth and doesn't dry your lips Fragrant smell Standard color,,,positive,,positive,,
"The color is very beautiful, the price is very cheap compared to the product, the color is beautiful, I will support the shop next time, I recommend buying it, it's really beautiful?",,,,positive,positive,,
"The lipstick is very beautiful, the lipstick color is so pretty, the smell is good, the lipstick is smooth, it's a bit dry on lips, if you have dry skin you should use moisturizer before applying lipstick. Probably due to the epidemic situation, delivery took a while.",,positive,positive,,positive,negative,
"Very high quality product, suitable for the price, friendly delivery",,,,positive,,positive,
Preparing the goods took a very long time. I ordered it on September 9 and received it on September 29. The shop packaged the goods beautifully and carefully. The color is pretty but fades quickly.,negative,,,,positive,negative,positive
"Uses: keeps lips a beautiful, lasting color Texture: beautiful, luxurious Color fastness: top Omg it's so great, my dear! Bought the sale price and added a voucher so it was only 65k",positive,positive,,positive,,,
"Beautiful color, reliable delivery, beautiful shell, not too pleasant smell, similar to the smell of 3ce cream lipstick",,,negative,,positive,positive,positive
The shop carefully packaged it with a very cute card The lipstick is soft and fragrant on the lips ?,,positive,positive,,,,positive
"The red-orange color suits me extremely well. It's a creamy lipstick so it's easy to apply, quite durable, and doesn't wear off regardless",positive,positive,,,positive,,
"This color is super flattering, any girl with white skin would wear it beautifully…the lipstick good",,,positive,,positive,,
The color is beautiful but it doesn't apply evenly. The inside is beaten to increase the color,,,,,neutral,,
"Images are for illustration purposes only because I'm lazy to take them. Lipstick quality is OK. Beautiful color. Affordable price, beautiful design",,,,positive,positive,,
The picture is just for chatting and getting coins. The lipstick is also very beautiful. Fast delivery,,,,,,positive,
"The color of the lipstick I tested is very beautiful, the shop packaged the goods well, but the shop took a long time to prepare the goods so the goods arrived late on my friend's birthday huhu :((( Overall, it's worth buying!",,,,,positive,negative,positive
"The quality of the lipstick is on par with the price, I find the lipstick a bit dry. The lipstick is a bit uncomfortable on the lips. The image carries the coin receipt code, everyone",,negative,,positive,,,
"The lipstick is easy to spread, the color is fine, leaning toward orange Super fast deliveryhhhhhhh",,positive,,,positive,positive,
Very nice item. Everyone should buy it. This color is a bit of a dark red…,,,,,neutral,,
"Very pretty lipstick, this color is suitable for going to school with white-skinned people, but for dark skin, you have to mix it",,,,,neutral,,
"The lipstick is not matte, has bad color, and is difficult to apply You should not buy it",negative,negative,,,negative,,
"Very pretty color However, it easily In general, you should buy it…",negative,,,,positive,,
Delivery took a bit long. The lipstick is very pretty and the color is very beautiful so,,,,,positive,negative,
