text,stayingpower_pred,stayingpower_conf,stayingpower_true,texture_pred,texture_conf,texture_true,smell_pred,smell_conf,smell_true,price_pred,price_conf,price_true,colour_pred,colour_conf,colour_true,shipping_pred,shipping_conf,shipping_true,packing_pred,packing_conf,packing_true,msr_resolution,conflict_score,stayingpower_importance,texture_importance,smell_importance,price_importance,colour_importance,shipping_importance,packing_importance
"looking for a sale at a cheap price, the quality of the lipstick is great and lasts for a long time. i will buy it again and again. everything is quite ok",positive,0.7969,positive,positive,0.7775,positive,positive,0.8949,None,positive,0.8746,positive,positive,0.8677,None,positive,0.5471,None,positive,0.8824,None,negative,0.4942,0.1431,0.1438,0.1424,0.1421,0.1432,0.1441,0.1412
"beautiful color lipstick, stable sale price, personal delivery, so i give 10 mmmmmmmmmm",positive,0.7455,None,positive,0.674,None,positive,0.8593,None,positive,0.8719,positive,positive,0.861,positive,positive,0.7714,positive,positive,0.8682,None,negative,0.4928,0.1432,0.1442,0.1423,0.1422,0.1433,0.1436,0.1413
"international products but delivered quite quickly, chinese domestic products' designs are always very beautiful. the color on the lips is very pretty",positive,0.7183,None,positive,0.6386,None,positive,0.7774,None,positive,0.8614,None,positive,0.8486,positive,positive,0.9317,positive,positive,0.8285,None,negative,0.492,0.1418,0.144,0.1421,0.1428,0.1436,0.1443,0.1413
"fragrant lipstick, beautiful color, fast delivery, delicious, nutritious, amazingly cheap, hunting for sale at cheap prices ??",positive,0.7595,None,positive,0.6948,None,positive,0.7844,positive,positive,0.8643,positive,positive,0.8848,positive,positive,0.9152,positive,positive,0.8598,None,negative,0.4924,0.1422,0.1441,0.142,0.1425,0.1436,0.144,0.1416
"excellent beautiful color. color 404 is stunningly beautiful. fragrant lipstick, fast delivery",positive,0.7505,None,positive,0.6829,None,positive,0.7769,positive,positive,0.8642,None,positive,0.8843,positive,positive,0.9202,positive,positive,0.8544,None,negative,0.4924,0.1421,0.1441,0.142,0.1426,0.1436,0.1441,0.1416
"the color is so pretty, delivery took a bit long. i bought a set of 3 before but color 1 was the best so i bought it individually and i'm so happy.",positive,0.5852,None,positive,0.754,None,positive,0.8075,None,positive,0.7969,None,positive,0.856,positive,negative,0.7748,negative,positive,0.7536,None,negative,0.4902,0.144,0.1474,0.1466,0.1461,0.1478,0.1251,0.1429
"beautiful color, bought it for the 3rd time and still very satisfied. fast delivery, carefully packaged",positive,0.7649,None,positive,0.7169,None,positive,0.7742,None,positive,0.8666,None,positive,0.8885,positive,positive,0.9215,positive,positive,0.8489,positive,negative,0.4925,0.1422,0.144,0.1419,0.1426,0.1437,0.1441,0.1415
long delivery. the shop packaged the goods very carefully. has shockproof and card. i buy from the mall so i feel secure . .,positive,0.5637,None,positive,0.7219,None,positive,0.784,None,positive,0.7899,None,positive,0.8444,None,negative,0.7897,negative,positive,0.7284,positive,negative,0.4904,0.1436,0.1472,0.1468,0.1464,0.148,0.1252,0.1428
"fast delivery, nice packaging, mall so feel secure when using",positive,0.7156,None,positive,0.6872,None,positive,0.7635,None,positive,0.8756,None,positive,0.8733,None,positive,0.9393,positive,positive,0.8452,positive,negative,0.4921,0.1417,0.1439,0.142,0.1428,0.1437,0.1443,0.1416
"receive goods on time. beautiful lipstick, smooth texture, not dry and has a light fragrance...",positive,0.7644,None,positive,0.7297,positive,positive,0.8488,positive,positive,0.831,None,positive,0.7888,None,positive,0.5033,positive,positive,0.8269,None,negative,0.4941,0.1433,0.1441,0.1422,0.1419,0.1433,0.1447,0.1405
the lipstick is very smooth.... has a chocolate scent.... very worth the money you should buy it,positive,0.8085,None,positive,0.8167,positive,positive,0.8753,positive,positive,0.8696,positive,positive,0.8548,None,positive,0.601,None,positive,0.8654,None,negative,0.4936,0.143,0.1438,0.1423,0.1422,0.1433,0.1444,0.1411
"delivered enough goods, quality is unknown. looks quite cute and everything is small, very carefully packaged, the airbags are really good",neutral,0.5253,None,neutral,0.6114,None,positive,0.7417,None,positive,0.7597,None,positive,0.5942,None,positive,0.4671,neutral,positive,0.743,positive,negative,0.4963,0.1459,0.1469,0.1416,0.1412,0.1435,0.1416,0.1393
"the lipstick is beautiful, the color is really good and it's cheap, you should buy it, everyone",positive,0.8121,None,positive,0.7865,None,positive,0.8904,None,positive,0.8837,positive,positive,0.89,positive,positive,0.6108,None,positive,0.879,None,negative,0.4939,0.143,0.1438,0.1424,0.1423,0.1433,0.144,0.1412
"packed securely, fast delivery, color is very good, recommended to buy",positive,0.7453,None,positive,0.7071,None,positive,0.7769,None,positive,0.8733,None,positive,0.8974,positive,positive,0.9335,positive,positive,0.858,positive,negative,0.4923,0.1418,0.144,0.142,0.1427,0.1438,0.1442,0.1416
"beautiful shell swatched it on brown hands but it turned out pink buy earthy red lipstick that often turns pink if you have dark skin, don't buy it",positive,0.4271,None,positive,0.5221,None,positive,0.5852,None,positive,0.6786,None,negative,0.5074,negative,negative,0.3539,None,positive,0.5801,None,negative,0.4913,0.1424,0.1444,0.1467,0.1467,0.136,0.1411,0.1428
the lip balm is so soft!!! beautiful color too!!!,positive,0.8277,None,positive,0.831,positive,positive,0.8543,None,positive,0.8734,None,positive,0.8744,positive,positive,0.7333,None,positive,0.8607,None,negative,0.4932,0.1428,0.1439,0.1422,0.1424,0.1434,0.1441,0.1411
"this color must be used under makeup and for white-skinned people, in general it is quite picky to use",positive,0.4432,None,neutral,0.4445,None,positive,0.5741,None,positive,0.6216,None,neutral,0.4665,neutral,positive,0.4133,None,positive,0.5597,None,negative,0.4965,0.1467,0.1446,0.144,0.1427,0.1411,0.1411,0.1398
"this lipstick color looks very natural, but your skin must be white and you need makeup =))) in general, it's very good. anyone who wants to look naturally beautiful should buy it. the two colors above are dark and light",positive,0.6322,None,positive,0.5837,None,positive,0.8158,None,positive,0.7829,None,positive,0.5582,positive,positive,0.4734,None,positive,0.7641,None,negative,0.4941,0.1443,0.1449,0.1427,0.1416,0.1429,0.1434,0.1401
"good product, but due to the pandemic, delivery took a while.............",positive,0.5427,None,positive,0.7321,None,positive,0.8002,None,positive,0.7999,None,positive,0.8609,None,negative,0.7902,negative,positive,0.7283,None,negative,0.4901,0.1418,0.1473,0.1472,0.147,0.1484,0.1254,0.143
"use: lipstick texture: clay lipstick color fastness: temporary the lipstick box is genuine, the lipstick is quite light to hold, the lipstick is smaller and smaller but at this price range, okela is reasonable. the lipstick color is a little darker on the shell. the lipstick is easy to spread but a bit dry. the smell of lipstick when used is very pleasant, chocolatey. generally satisfied.",positive,0.5051,neutral,neutral,0.404,neutral,positive,0.4861,positive,positive,0.6063,positive,neutral,0.3616,neutral,positive,0.4473,None,positive,0.4597,None,negative,0.4951,0.1474,0.141,0.1429,0.1449,0.1423,0.1428,0.1387
"the lipstick is super beautiful, the color is beautiful, the price is cheap, the handle is quite pleasant to hold ????",positive,0.8109,None,positive,0.7906,None,positive,0.8922,None,positive,0.8845,positive,positive,0.8866,positive,positive,0.5926,None,positive,0.8791,None,negative,0.494,0.143,0.1437,0.1424,0.1423,0.1433,0.1441,0.1412
"fast delivery, careful packaging, long-lasting matte lipstick and beautiful color",positive,0.7659,positive,positive,0.7282,None,positive,0.7951,None,positive,0.8775,None,positive,0.8997,positive,positive,0.9253,positive,positive,0.8661,positive,negative,0.4924,0.1423,0.1439,0.1421,0.1426,0.1436,0.144,0.1416
"uses: beautiful lipstick texture: mem min color fastness: ben picture is not related nma the lipstick is beautiful, quite smooth and the color is so pretty",neutral,0.4973,positive,neutral,0.6154,positive,positive,0.7698,None,positive,0.7837,None,positive,0.6771,positive,positive,0.5112,None,positive,0.7687,None,negative,0.496,0.1457,0.1469,0.1416,0.1413,0.1435,0.1417,0.1394
"color 302 is not as described, the color looks like bright red, it often dries out my lips",negative,0.4523,None,negative,0.8343,negative,positive,0.433,None,positive,0.6495,None,negative,0.5466,negative,negative,0.5397,None,negative,0.4416,None,negative,0.4973,0.1435,0.131,0.1465,0.1541,0.1403,0.1407,0.1439
"the lipstick smell is quite strong and fragrant but the price is very reasonable, the lipstick is smooth so don't ask for much :33",positive,0.7152,None,positive,0.7022,positive,negative,0.5364,negative,positive,0.6518,positive,positive,0.5728,None,positive,0.6648,None,positive,0.5894,None,negative,0.4943,0.1443,0.1469,0.1323,0.1442,0.1433,0.1478,0.1411
"the lipstick is beautiful on the lips, the light color is suitable for those who like natural tones and bare faces. if you want it darker, combine your lips with another darker lipstick.",positive,0.5949,None,positive,0.5701,None,positive,0.7638,None,positive,0.756,None,positive,0.437,positive,positive,0.4801,None,positive,0.7305,None,negative,0.494,0.1449,0.1451,0.1432,0.1416,0.1424,0.1427,0.1401
"the color a25 is so pretty, it lifts the tone for everyone, i will definitely buy it again",positive,0.8028,None,positive,0.7632,None,positive,0.8862,None,positive,0.8765,None,positive,0.8735,positive,positive,0.6334,None,positive,0.8648,None,negative,0.4939,0.1432,0.1439,0.1423,0.1423,0.1433,0.1439,0.141
"the product is very beautiful, i don't like the smell of the lipstick very much, the quality of the lipstick is just okay, you get what you pay for, you can use it.",positive,0.5265,None,positive,0.5427,neutral,negative,0.7447,negative,positive,0.678,neutral,positive,0.7387,None,positive,0.5813,None,positive,0.6262,None,negative,0.4908,0.1402,0.1435,0.1289,0.1488,0.1477,0.1466,0.1443
super pretty lipstick. too cheap. matte lipstick. the delivery took a bit long because it was a foreign product but the quality is okeeee? too cheap for such pretty lips?,positive,0.5803,positive,positive,0.7441,None,positive,0.7839,None,positive,0.7952,positive,positive,0.8446,None,negative,0.8042,negative,positive,0.7275,None,negative,0.4905,0.1436,0.1471,0.1467,0.1467,0.1482,0.1248,0.1429
"super fast delivery shop. ordered yesterday, got it the next morning. shipper is friendly. real goods. cute shop. next time will visit. thank you shop",positive,0.748,None,positive,0.7239,None,positive,0.763,None,positive,0.8649,None,positive,0.8741,None,positive,0.9349,positive,positive,0.8518,None,negative,0.4923,0.1418,0.1441,0.1419,0.1426,0.1437,0.1442,0.1416
"i bought this color for the second time, it's a really pretty color to use as a lip base",positive,0.7564,None,positive,0.6989,None,positive,0.8899,None,positive,0.871,None,positive,0.8585,positive,positive,0.5662,None,positive,0.8718,None,negative,0.4944,0.1434,0.1441,0.1424,0.1421,0.1432,0.1438,0.1411
"the shop delivered all the right color products, qt products so it took a while ??????????????????????????",positive,0.5244,None,positive,0.7031,None,positive,0.7789,None,positive,0.773,None,positive,0.8092,positive,negative,0.799,negative,positive,0.7072,None,negative,0.4902,0.1425,0.1475,0.1473,0.1466,0.1479,0.1254,0.1428
"the goods are very genuine, the shop has a very delicate and beautiful packaging",positive,0.7906,None,positive,0.7498,None,positive,0.8875,None,positive,0.8763,None,positive,0.8657,None,positive,0.6233,None,positive,0.8685,positive,negative,0.4939,0.1432,0.1439,0.1424,0.1422,0.1433,0.1439,0.1411
"smells good, the lipstick is soft and moist but feels light on the lips and sticks to the lips quite well",positive,0.7766,positive,positive,0.7745,positive,positive,0.8409,positive,positive,0.8475,None,positive,0.7946,None,positive,0.6002,None,positive,0.835,None,negative,0.4936,0.1432,0.144,0.1422,0.1421,0.1433,0.1444,0.1408
"friendly shipper, fast delivery. the lipstick packaging is beautiful but the quality and color of the lipstick are not good",negative,0.605,None,negative,0.4194,negative,positive,0.5428,None,positive,0.7897,None,negative,0.4224,negative,positive,0.8098,positive,positive,0.5972,None,negative,0.4904,0.1329,0.1393,0.1444,0.15,0.1391,0.1514,0.143
"chat son is smooth, i couldn't take a photo so i took another photo to receive coins",positive,0.6417,None,positive,0.7162,positive,positive,0.7211,None,positive,0.7677,None,positive,0.4795,None,positive,0.6328,None,positive,0.7394,None,negative,0.4925,0.1437,0.1449,0.1425,0.1418,0.1419,0.1449,0.1403
product quality is excellent pack the product very carefully fast delivery,positive,0.7429,None,positive,0.7095,None,positive,0.771,None,positive,0.8732,None,positive,0.8876,None,positive,0.9383,positive,positive,0.8524,positive,negative,0.4922,0.1417,0.144,0.142,0.1427,0.1438,0.1442,0.1416
"the lipstick has a beautiful color, is soft and has a pleasant smell excellent product quality, carefully packaged ...................................................................................................................................................................................................................................................................",positive,0.8114,None,positive,0.8064,positive,positive,0.8698,positive,positive,0.873,None,positive,0.8616,positive,positive,0.6407,None,positive,0.868,positive,negative,0.4935,0.1431,0.1438,0.1422,0.1422,0.1433,0.1442,0.1411
"fast, friendly delivery. packaged carefully and beautifully. quality is ok",positive,0.7494,None,positive,0.7203,None,positive,0.7654,None,positive,0.8666,None,positive,0.8812,None,positive,0.9295,positive,positive,0.8593,positive,negative,0.4923,0.1417,0.1441,0.142,0.1426,0.1437,0.1442,0.1417
"the lipstick smells like chocolate, the texture is strange but it also mixes well with the beautiful earthy brown color",positive,0.6666,None,positive,0.5057,positive,positive,0.7486,positive,positive,0.7691,None,positive,0.5767,positive,positive,0.6658,None,positive,0.7054,None,negative,0.4935,0.1442,0.1434,0.1427,0.1427,0.1429,0.1443,0.1397
the lipstick color is beautiful and the lipstick is smooth. i bought 302 and 402 and i really like it,positive,0.7765,None,positive,0.7523,positive,positive,0.8844,None,positive,0.8635,None,positive,0.8336,positive,positive,0.5607,None,positive,0.8594,None,negative,0.4942,0.1433,0.1439,0.1423,0.142,0.1433,0.1443,0.1409
"very good, durable, lovely color jajanznxjx xjdnsmmamanxjananxjsjdn",positive,0.7519,positive,positive,0.6933,None,positive,0.8871,None,positive,0.8728,None,positive,0.8458,None,positive,0.597,None,positive,0.8738,None,negative,0.494,0.1433,0.1441,0.1424,0.1421,0.1433,0.1436,0.1412
"excellent product quality, fast delivery, good packaging photos are just for coins",positive,0.7332,None,positive,0.6715,None,positive,0.7623,None,positive,0.8597,None,positive,0.8706,None,positive,0.9241,positive,positive,0.8491,positive,negative,0.4922,0.1419,0.144,0.142,0.1426,0.1436,0.1442,0.1416
